timestamp,currency,impact,event,actual,forecast,previous
2010-01-26 18:30:00,AUD,Medium Impact Expected,MI Leading Index m/m,1.0%,,0.5%
2010-01-26 18:50:00,JPY,Medium Impact Expected,Trade Balance,0.52T,0.61T,0.52T
2010-01-26 19:30:00,AUD,High Impact Expected,CPI q/q,0.5%,0.4%,1.0%
2010-01-26 19:30:00,AUD,Medium Impact Expected,Trimmed Mean CPI q/q,0.6%,0.6%,0.8%
2010-01-27 00:00:00,JPY,Medium Impact Expected,BOJ Monthly Report,,,
2010-01-27 00:00:00,EUR,Medium Impact Expected,German Prelim CPI m/m,-0.6%,-0.2%,0.8%
2010-01-27 03:46:00,EUR,Low Impact Expected,German 30-y Bond Auction,3.96|1.5,,3.84|1.6
2010-01-27 00:00:00,All,Medium Impact Expected,WEF Annual Meetings,,,
2010-01-27 04:30:00,GBP,Medium Impact Expected,MPC Member Sentance Speaks,,,
2010-01-27 06:00:00,GBP,High Impact Expected,CBI Realized Sales,-8,11,13
2010-01-27 10:00:00,USD,High Impact Expected,New Home Sales,342K,372K,370K
2010-01-27 10:00:00,USD,Medium Impact Expected,Treasury Sec Geithner Speaks,,,
2010-01-27 10:30:00,USD,Medium Impact Expected,Crude Oil Inventories,-3.9M,1.4M,-0.4M
2010-01-27 14:16:00,USD,High Impact Expected,FOMC Statement,,,
2010-01-27 14:16:00,USD,High Impact Expected,Federal Funds Rate,<0.25%,<0.25%,<0.25%
2010-01-27 15:00:00,NZD,High Impact Expected,Official Cash Rate,2.50%,2.50%,2.50%
2010-01-27 15:00:00,NZD,High Impact Expected,RBNZ Rate Statement,,,
2010-01-27 18:50:00,JPY,Medium Impact Expected,Retail Sales y/y,-0.3%,0.3%,-1.1%
2010-01-27 21:00:00,USD,Medium Impact Expected,President Obama Speaks,,,
2010-01-28 03:55:00,EUR,Medium Impact Expected,German Unemployment Change,6K,17K,-3K
2010-01-28 04:00:00,EUR,Low Impact Expected,Retail PMI,46.5,,50.3
2010-01-28 00:00:00,All,Medium Impact Expected,WEF Annual Meetings,,,
2010-01-28 05:26:00,EUR,Medium Impact Expected,Italian 10-y Bond Auction,4.08|1.3,,4.07|1.5
2010-01-28 08:30:00,EUR,Medium Impact Expected,ECB President Trichet Speaks,,,
2010-01-28 08:30:00,USD,High Impact Expected,Core Durable Goods Orders m/m,0.9%,0.4%,2.1%
2010-01-28 08:30:00,USD,High Impact Expected,Unemployment Claims,470K,451K,478K
2010-01-28 08:30:00,USD,Medium Impact Expected,Durable Goods Orders m/m,0.3%,2.1%,-0.4%
2010-01-28 09:45:00,USD,Medium Impact Expected,Treasury Sec Geithner Speaks,,,
2010-01-28 10:30:00,USD,Low Impact Expected,Natural Gas Storage,-86B,-102B,-245B
2010-01-28 15:59:00,USD,High Impact Expected,Fed Chairman Nomination Vote,Pass,Pass,
2010-01-28 16:45:00,NZD,High Impact Expected,Building Consents m/m,-2.4%,,0.1%
2010-01-28 16:45:00,NZD,Medium Impact Expected,Trade Balance,2M,-115M,-276M
2010-01-28 18:00:00,AUD,Medium Impact Expected,CB Leading Index m/m,-0.3%,,-0.3%
2010-01-28 18:15:00,JPY,Low Impact Expected,Final Manufacturing PMI,52.5,,53.8
2010-01-28 18:30:00,JPY,Medium Impact Expected,Household Spending y/y,2.1%,1.6%,2.2%
2010-01-28 18:30:00,JPY,Medium Impact Expected,Tokyo Core CPI y/y,-2.0%,-1.8%,-1.9%
2010-01-28 18:30:00,JPY,Low Impact Expected,National Core CPI y/y,-1.3%,-1.3%,-1.7%
2010-01-28 18:30:00,JPY,Low Impact Expected,Unemployment Rate,5.1%,5.3%,5.2%
2010-01-28 18:50:00,JPY,Medium Impact Expected,Monetary Policy Meeting Minutes,,,
2010-01-28 18:50:00,JPY,Medium Impact Expected,Monetary Policy Meeting Minutes,,,
2010-01-28 18:50:00,JPY,Medium Impact Expected,Prelim Industrial Production m/m,2.2%,2.5%,2.2%
2010-01-28 19:01:00,GBP,Medium Impact Expected,GfK Consumer Confidence,-17,-18,-19
2010-01-28 19:30:00,AUD,Medium Impact Expected,Private Sector Credit m/m,0.3%,0.1%,0.1%
2010-01-28 22:30:00,JPY,Medium Impact Expected,BOJ Gov Shirakawa Speaks,,,
2010-01-29 00:00:00,JPY,Low Impact Expected,Housing Starts y/y,-15.7%,-18.8%,-19.1%
2010-01-29 02:00:00,GBP,High Impact Expected,Nationwide HPI m/m,1.2%,0.4%,0.5%
2010-01-29 03:00:00,EUR,Medium Impact Expected,Spanish Unemployment Rate,18.8%,18.6%,17.9%
2010-01-29 04:02:00,EUR,Medium Impact Expected,M3 Money Supply y/y,-0.2%,-0.6%,-0.3%
2010-01-29 04:02:00,EUR,Low Impact Expected,Private Loans y/y,0.0%,-0.4%,-0.7%
2010-01-29 00:00:00,All,Medium Impact Expected,WEF Annual Meetings,,,
2010-01-29 05:00:00,EUR,Medium Impact Expected,CPI Flash Estimate y/y,1.0%,1.2%,0.9%
2010-01-29 05:00:00,EUR,Medium Impact Expected,Unemployment Rate,10.0%,10.1%,9.9%
2010-01-29 05:00:00,EUR,Low Impact Expected,Italian Monthly Unemployment Rate,8.5%,8.4%,8.3%
2010-01-29 05:30:00,CHF,High Impact Expected,KOF Economic Barometer,1.77,1.72,1.73
2010-01-29 08:15:00,USD,Medium Impact Expected,FOMC Member Kohn Speaks,,,
2010-01-29 08:30:00,CAD,High Impact Expected,GDP m/m,0.4%,0.3%,0.3%
2010-01-29 08:30:00,CAD,Medium Impact Expected,RMPI m/m,-1.7%,1.4%,2.2%
2010-01-29 08:30:00,CAD,Low Impact Expected,IPPI m/m,-0.1%,0.5%,0.9%
2010-01-29 08:30:00,USD,High Impact Expected,Advance GDP q/q,5.7%,4.5%,2.2%
2010-01-29 08:30:00,USD,Medium Impact Expected,Advance GDP Price Index q/q,0.6%,1.3%,0.4%
2010-01-29 08:30:00,USD,Medium Impact Expected,Employment Cost Index q/q,0.5%,0.4%,0.4%
2010-01-29 09:45:00,USD,Medium Impact Expected,Chicago PMI,61.5,57.3,60.0
2010-01-29 09:55:00,USD,Medium Impact Expected,Revised UoM Consumer Sentiment,74.4,73.1,72.8
2010-01-29 09:55:00,USD,Low Impact Expected,Revised UoM Inflation Expectations,2.8%,,2.8%
2010-01-30 00:00:00,All,Medium Impact Expected,WEF Annual Meetings,,,
2010-01-31 00:00:00,All,Medium Impact Expected,WEF Annual Meetings,,,
2010-01-31 17:30:00,AUD,Low Impact Expected,AIG Manufacturing Index,51.0,,48.5
2010-01-31 18:30:00,AUD,Low Impact Expected,MI Inflation Gauge m/m,0.8%,,0.3%
2010-01-31 19:26:00,AUD,Medium Impact Expected,HIA New Home Sales m/m,-4.6%,,0.3%
2010-01-31 19:30:00,AUD,Medium Impact Expected,ANZ Job Advertisements m/m,-8.1%,,4.6%
2010-01-31 19:30:00,AUD,Medium Impact Expected,HPI q/q,5.2%,3.7%,4.4%
2010-01-31 19:59:00,CNY,High Impact Expected,Manufacturing PMI,55.8,56.5,56.6
2010-01-31 21:02:00,NZD,Low Impact Expected,ANZ Commodity Prices m/m,0.4%,,2.6%
2010-01-31 21:30:00,CNY,Medium Impact Expected,Caixin Manufacturing PMI,57.4,,56.1
2010-02-01 00:35:00,AUD,Medium Impact Expected,Commodity Prices y/y,-11.7%,,-15.7%
2010-02-01 03:15:00,EUR,Medium Impact Expected,Spanish Manufacturing PMI,45.3,,45.2
2010-02-01 03:30:00,CHF,Medium Impact Expected,Manufacturing PMI,56.0,55.4,54.6
2010-02-01 03:45:00,EUR,Low Impact Expected,Italian Manufacturing PMI,51.7,51.2,50.8
2010-02-01 03:50:00,EUR,Low Impact Expected,French Final Manufacturing PMI,55.4,54.7,54.7
2010-02-01 03:55:00,EUR,Low Impact Expected,German Final Manufacturing PMI,53.7,53.4,53.4
2010-02-01 04:00:00,EUR,Low Impact Expected,Final Manufacturing PMI,52.4,52.0,52.0
2010-02-01 04:30:00,GBP,High Impact Expected,Manufacturing PMI,56.7,54.1,54.6
2010-02-01 04:30:00,GBP,Medium Impact Expected,Net Lending to Individuals m/m,1.2B,1.2B,1.2B
2010-02-01 04:30:00,GBP,Low Impact Expected,Mortgage Approvals,59K,62K,60K
2010-02-01 08:30:00,USD,Medium Impact Expected,Core PCE Price Index m/m,0.1%,0.1%,0.0%
2010-02-01 08:30:00,USD,Medium Impact Expected,Personal Spending m/m,0.2%,0.3%,0.7%
2010-02-01 08:30:00,USD,Low Impact Expected,Personal Income m/m,0.4%,0.4%,0.5%
2010-02-01 10:00:00,USD,High Impact Expected,ISM Manufacturing PMI,58.4,55.5,55.9
2010-02-01 10:00:00,USD,Medium Impact Expected,Treasury Sec Geithner Speaks,,,
2010-02-01 10:00:00,USD,Low Impact Expected,Construction Spending m/m,-1.2%,-0.4%,-1.2%
2010-02-01 10:00:00,USD,Low Impact Expected,ISM Manufacturing Prices,70.0,63.0,61.5
2010-02-01 14:00:00,USD,Low Impact Expected,Loan Officer Survey,,,
2010-02-01 16:45:00,NZD,High Impact Expected,Labor Cost Index q/q,0.3%,0.5%,0.4%
2010-02-01 18:50:00,JPY,Low Impact Expected,Monetary Base y/y,4.9%,4.9%,5.2%
2010-02-01 19:30:00,AUD,Medium Impact Expected,NAB Business Confidence,8,,19
2010-02-01 20:30:00,JPY,Medium Impact Expected,Average Cash Earnings y/y,-6.1%,-2.6%,-2.4%
2010-02-01 22:30:00,AUD,High Impact Expected,Cash Rate,3.75%,4.00%,3.75%
2010-02-01 22:30:00,AUD,High Impact Expected,RBA Rate Statement,,,
2010-02-01 22:45:00,JPY,Low Impact Expected,10-y Bond Auction,1.35|3.6,,1.34|2.6
2010-02-02 01:45:00,CHF,Medium Impact Expected,SECO Consumer Climate,-7,-10,-14
2010-02-02 02:00:00,EUR,Medium Impact Expected,German Retail Sales m/m,0.8%,0.9%,-1.7%
2010-02-02 03:00:00,EUR,Medium Impact Expected,Spanish Unemployment Change,124.9K,,54.7K
2010-02-02 04:30:00,GBP,Medium Impact Expected,Construction PMI,48.6,47.7,47.1
2010-02-02 05:00:00,EUR,Low Impact Expected,PPI m/m,0.1%,0.0%,0.2%
2010-02-02 08:30:00,NZD,Low Impact Expected,GDT Price Index,-2.5%,,-5.4%
2010-02-02 10:00:00,USD,High Impact Expected,Pending Home Sales m/m,1.0%,0.4%,-16.4%
2010-02-02 10:00:00,USD,Medium Impact Expected,Treasury Sec Geithner Speaks,,,
2010-02-02 00:00:00,USD,Low Impact Expected,Total Vehicle Sales,10.8M,11.1M,11.3M
2010-02-02 17:30:00,AUD,Medium Impact Expected,AIG Services Index,47.4,,50.0
2010-02-02 19:01:00,GBP,Medium Impact Expected,Nationwide Consumer Confidence,73,70,70
2010-02-02 19:01:00,GBP,Low Impact Expected,BRC Shop Price Index y/y,2.3%,,2.2%
2010-02-02 19:30:00,AUD,High Impact Expected,Trade Balance,-2.25B,-2.36B,-1.73B
2010-02-02 20:00:00,CNY,Low Impact Expected,Non-Manufacturing PMI,55.1,,57.5
2010-02-03 03:15:00,EUR,Low Impact Expected,Spanish Services PMI,48.8,,45.0
2010-02-03 03:45:00,EUR,Low Impact Expected,Italian Services PMI,50.9,52.9,53.9
2010-02-03 03:50:00,EUR,Low Impact Expected,French Final Services PMI,56.3,57.0,57.0
2010-02-03 03:55:00,EUR,Low Impact Expected,German Final Services PMI,52.2,51.2,51.2
2010-02-03 04:00:00,EUR,Low Impact Expected,Final Services PMI,52.5,52.3,52.3
2010-02-03 04:30:00,GBP,High Impact Expected,Services PMI,54.5,56.6,56.8
2010-02-03 05:00:00,EUR,Medium Impact Expected,Retail Sales m/m,0.0%,0.4%,-0.5%
2010-02-03 07:30:00,USD,Low Impact Expected,Challenger Job Cuts y/y,-70.4%,,-72.9%
2010-02-03 08:15:00,USD,High Impact Expected,ADP Non-Farm Employment Change,-22K,-31K,-61K
2010-02-03 10:00:00,USD,High Impact Expected,ISM Non-Manufacturing PMI,50.5,51.1,50.1
2010-02-03 10:00:00,USD,Low Impact Expected,Treasury Sec Geithner Speaks,,,
2010-02-03 10:30:00,USD,Medium Impact Expected,Crude Oil Inventories,2.3M,0.4M,-3.9M
2010-02-03 12:00:00,USD,Medium Impact Expected,FOMC Member Warsh Speaks,,,
2010-02-03 16:45:00,NZD,High Impact Expected,Employment Change q/q,-0.1%,-0.1%,-0.8%
2010-02-03 16:45:00,NZD,High Impact Expected,Unemployment Rate,7.3%,6.8%,6.5%
2010-02-03 16:45:00,NZD,Low Impact Expected,Visitor Arrivals m/m,8.5%,,-4.7%
2010-02-03 19:30:00,AUD,High Impact Expected,Building Approvals m/m,2.2%,-0.2%,10.4%
2010-02-03 19:30:00,AUD,High Impact Expected,Retail Sales m/m,-0.7%,0.3%,1.5%
2010-02-04 02:15:00,CHF,Medium Impact Expected,Trade Balance,1.36B,2.33B,1.98B
2010-02-04 03:00:00,CHF,High Impact Expected,Foreign Currency Reserves,94B,,95B
2010-02-04 04:00:00,GBP,High Impact Expected,Halifax HPI m/m,0.6%,0.9%,0.8%
2010-02-04 05:02:00,EUR,Medium Impact Expected,French 10-y Bond Auction,3.58|1.7,,3.60|1.7
2010-02-04 06:00:00,EUR,Medium Impact Expected,German Factory Orders m/m,-2.3%,0.2%,2.7%
2010-02-04 07:00:00,GBP,High Impact Expected,Asset Purchase Facility,200B,200B,200B
2010-02-04 07:00:00,GBP,High Impact Expected,MPC Rate Statement,,,
2010-02-04 07:00:00,GBP,High Impact Expected,Official Bank Rate,0.50%,0.50%,0.50%
2010-02-04 07:45:00,EUR,High Impact Expected,Main Refinancing Rate,1.00%,1.00%,1.00%
2010-02-04 08:30:00,CAD,High Impact Expected,Building Permits m/m,2.4%,2.7%,-3.2%
2010-02-04 08:30:00,EUR,High Impact Expected,ECB Press Conference,,,
2010-02-04 08:30:00,USD,High Impact Expected,Unemployment Claims,480K,461K,472K
2010-02-04 08:30:00,USD,Medium Impact Expected,Prelim Nonfarm Productivity q/q,6.2%,5.7%,8.1%
2010-02-04 08:30:00,USD,Medium Impact Expected,Prelim Unit Labor Costs q/q,-4.4%,-2.3%,-2.5%
2010-02-04 10:00:00,CAD,High Impact Expected,Ivey PMI,50.8,52.3,48.4
2010-02-04 10:00:00,USD,Medium Impact Expected,Factory Orders m/m,1.0%,0.7%,1.0%
2010-02-04 10:00:00,USD,Low Impact Expected,Treasury Sec Geithner Speaks,,,
2010-02-04 10:30:00,USD,Low Impact Expected,Natural Gas Storage,-115B,-123B,-86B
2010-02-04 13:45:00,CAD,Medium Impact Expected,BOC Gov Carney Speaks,,,
2010-02-04 14:00:00,USD,High Impact Expected,FOMC Member Hoenig Speaks,,,
2010-02-04 17:30:00,AUD,Low Impact Expected,AIG Construction Index,57.7,,49.3
2010-02-04 19:30:00,AUD,High Impact Expected,RBA Monetary Policy Statement,,,
2010-02-05 00:00:00,JPY,Low Impact Expected,Leading Indicators,94.0%,93.7%,91.0%
2010-02-05 02:45:00,EUR,Low Impact Expected,French Gov Budget Balance,-138.0B,,-143.3B
2010-02-05 02:45:00,EUR,Low Impact Expected,French Trade Balance,-4.3B,-3.9B,-5.0B
2010-02-05 04:30:00,GBP,High Impact Expected,PPI Input m/m,2.0%,0.7%,0.6%
2010-02-05 04:30:00,GBP,Low Impact Expected,PPI Output m/m,0.4%,0.3%,0.5%
2010-02-05 05:00:00,EUR,Low Impact Expected,Italian Prelim CPI m/m,0.1%,0.3%,0.2%
2010-02-05 06:00:00,EUR,Medium Impact Expected,German Industrial Production m/m,-2.6%,0.6%,0.7%
2010-02-05 07:00:00,CAD,High Impact Expected,Employment Change,43.0K,15.2K,-2.6K
2010-02-05 07:00:00,CAD,High Impact Expected,Unemployment Rate,8.3%,8.5%,8.5%
2010-02-05 08:30:00,USD,High Impact Expected,Non-Farm Employment Change,-20K,10K,-150K
2010-02-05 08:30:00,USD,High Impact Expected,Unemployment Rate,9.7%,10.0%,10.0%
2010-02-05 08:30:00,USD,Medium Impact Expected,Average Hourly Earnings m/m,0.2%,0.2%,0.2%
2010-02-05 00:00:00,All,Medium Impact Expected,G7 Meetings,,,
2010-02-05 15:00:00,USD,Low Impact Expected,Consumer Credit m/m,-1.7B,-9.2B,-21.8B
2010-02-05 17:15:00,USD,Medium Impact Expected,FOMC Member Bullard Speaks,,,
2010-02-06 00:00:00,All,High Impact Expected,G7 Meetings,,,
2010-02-06 13:15:00,USD,High Impact Expected,Treasury Sec Geithner Speaks,,,
2010-02-07 18:50:00,JPY,Low Impact Expected,Bank Lending y/y,-1.5%,,-1.0%
2010-02-07 18:50:00,JPY,Low Impact Expected,Current Account,1.10T,1.27T,1.30T
2010-02-07 18:50:00,JPY,Low Impact Expected,M2 Money Stock y/y,2.9%,3.0%,3.1%
2010-02-08 00:00:00,JPY,Low Impact Expected,Economy Watchers Sentiment,38.8,35.9,35.4
2010-02-08 01:45:00,CHF,Low Impact Expected,Unemployment Rate,4.1%,4.3%,4.2%
2010-02-08 03:15:00,CHF,High Impact Expected,Retail Sales y/y,4.7%,1.3%,-0.1%
2010-02-08 04:30:00,EUR,Low Impact Expected,Sentix Investor Confidence,-8.2,-2.3,-3.7
2010-02-08 08:15:00,CAD,High Impact Expected,Housing Starts,186K,180K,176K
2010-02-08 13:00:00,CAD,Medium Impact Expected,Gov Council Member Duguay Speaks,,,
2010-02-08 17:00:00,EUR,Medium Impact Expected,ECB President Trichet Speaks,,,
2010-02-08 19:01:00,GBP,Medium Impact Expected,BRC Retail Sales Monitor y/y,-0.7%,,4.2%
2010-02-08 19:01:00,GBP,Medium Impact Expected,RICS House Price Balance,32%,28%,30%
2010-02-08 22:45:00,JPY,Low Impact Expected,30-y Bond Auction,2.31|3.9,,2.21|3.5
2010-02-09 01:00:00,JPY,Low Impact Expected,Prelim Machine Tool Orders y/y,192.0%,,63.4%
2010-02-09 02:00:00,EUR,Low Impact Expected,German Final CPI m/m,-0.6%,-0.6%,-0.6%
2010-02-09 02:00:00,EUR,Low Impact Expected,German Trade Balance,16.7B,14.8B,17.0B
2010-02-09 04:30:00,GBP,Medium Impact Expected,Goods Trade Balance,-7.3B,-6.6B,-6.8B
2010-02-09 07:30:00,USD,Low Impact Expected,NFIB Small Business Index,89.3,,88.0
2010-02-09 10:00:00,USD,Low Impact Expected,Final Wholesale Inventories m/m,-0.8%,0.5%,1.6%
2010-02-09 10:00:00,USD,Low Impact Expected,IBD/TIPP Economic Optimism,46.8,49.3,48.8
2010-02-09 10:00:00,USD,Low Impact Expected,JOLTS Job Openings,2.50M,,2.43M
2010-02-09 18:30:00,AUD,Medium Impact Expected,Westpac Consumer Sentiment,-2.6%,,5.6%
2010-02-09 18:50:00,JPY,Medium Impact Expected,Core Machinery Orders m/m,20.1%,8.1%,-11.3%
2010-02-09 18:50:00,JPY,Low Impact Expected,PPI y/y,-2.1%,-2.3%,-3.9%
2010-02-09 19:30:00,AUD,High Impact Expected,Home Loans m/m,-5.5%,-4.8%,-6.1%
2010-02-09 22:30:00,CNY,High Impact Expected,USD-Denominated Trade Balance,14.2B,20.2B,18.4B
2010-02-10 02:45:00,EUR,Medium Impact Expected,French Industrial Production m/m,-0.1%,0.6%,0.6%
2010-02-10 04:00:00,EUR,Low Impact Expected,Italian Industrial Production m/m,-0.7%,0.0%,0.4%
2010-02-10 04:30:00,GBP,High Impact Expected,Manufacturing Production m/m,0.9%,0.4%,0.2%
2010-02-10 04:30:00,GBP,Low Impact Expected,Industrial Production m/m,0.5%,0.2%,0.4%
2010-02-10 05:06:00,EUR,Medium Impact Expected,German 10-y Bond Auction,3.22|1.7,,3.38|1.6
2010-02-10 05:30:00,GBP,High Impact Expected,BOE Gov King Speaks,,,
2010-02-10 05:30:00,GBP,High Impact Expected,BOE Inflation Report,,,
2010-02-10 08:30:00,CAD,High Impact Expected,Trade Balance,-0.2B,-0.1B,-0.2B
2010-02-10 08:30:00,USD,High Impact Expected,Trade Balance,-40.2B,-35.8B,-36.4B
2010-02-10 10:00:00,GBP,Medium Impact Expected,NIESR GDP Estimate,0.4%,,0.1%
2010-02-10 10:00:00,USD,High Impact Expected,Fed Chairman Bernanke Testifies,,,
2010-02-10 13:00:00,USD,Medium Impact Expected,10-y Bond Auction,3.69|2.7,,3.75|3.0
2010-02-10 16:36:00,NZD,Low Impact Expected,Business NZ Manufacturing Index,52.0,,53.0
2010-02-10 16:49:00,NZD,Low Impact Expected,FPI m/m,2.1%,,-0.3%
2010-02-10 19:00:00,AUD,Medium Impact Expected,MI Inflation Expectations,3.2%,,3.5%
2010-02-10 00:00:00,JPY,Non-Economic,Bank Holiday,,,
2010-02-10 19:30:00,AUD,High Impact Expected,Employment Change,52.7K,15.1K,37.5K
2010-02-10 19:30:00,AUD,High Impact Expected,Unemployment Rate,5.3%,5.6%,5.5%
2010-02-10 21:02:00,CNY,Medium Impact Expected,CPI y/y,1.5%,2.2%,1.9%
2010-02-10 21:02:00,CNY,Medium Impact Expected,PPI y/y,4.3%,3.9%,1.7%
2010-02-10 21:07:00,CNY,Medium Impact Expected,New Loans,1390B,,380B
2010-02-10 21:07:00,CNY,Low Impact Expected,M2 Money Supply y/y,26.0%,26.3%,27.7%
2010-02-11 02:00:00,EUR,Low Impact Expected,German WPI m/m,1.3%,0.1%,0.2%
2010-02-11 03:00:00,EUR,Medium Impact Expected,Spanish Flash GDP q/q,-0.1%,-0.1%,-0.3%
2010-02-11 03:15:00,CHF,Medium Impact Expected,CPI m/m,-0.1%,-0.4%,-0.2%
2010-02-11 04:00:00,EUR,Medium Impact Expected,ECB Monthly Bulletin,,,
2010-02-11 00:00:00,EUR,High Impact Expected,EU Economic Summit,,,
2010-02-11 08:30:00,CAD,Medium Impact Expected,NHPI m/m,0.4%,0.4%,0.4%
2010-02-11 08:30:00,USD,High Impact Expected,Unemployment Claims,440K,460K,483K
2010-02-11 13:00:00,USD,Low Impact Expected,30-y Bond Auction,4.72|2.4,,4.64|2.7
2010-02-11 16:00:00,NZD,Medium Impact Expected,REINZ HPI m/m,-1.6%,,-0.9%
2010-02-11 16:45:00,NZD,High Impact Expected,Core Retail Sales m/m,-1.8%,0.3%,0.8%
2010-02-11 16:45:00,NZD,Medium Impact Expected,Retail Sales m/m,0.0%,0.7%,0.8%
2010-02-11 16:45:00,NZD,Low Impact Expected,Core Retail Sales q/q,1.3%,,0.7%
2010-02-11 16:45:00,NZD,Low Impact Expected,Retail Sales q/q,1.0%,1.5%,0.3%
2010-02-12 00:00:00,JPY,Low Impact Expected,Consumer Confidence,39.0,38.2,37.6
2010-02-12 02:00:00,EUR,High Impact Expected,German Prelim GDP q/q,0.0%,0.2%,0.7%
2010-02-12 02:45:00,EUR,Medium Impact Expected,French Prelim Private Payrolls q/q,-0.4%,-0.2%,-0.5%
2010-02-12 02:45:00,EUR,Low Impact Expected,French Prelim GDP q/q,0.6%,0.5%,0.2%
2010-02-12 04:00:00,EUR,Low Impact Expected,Italian Prelim GDP q/q,-0.2%,0.1%,0.6%
2010-02-12 05:00:00,EUR,Medium Impact Expected,Flash GDP q/q,0.1%,0.4%,0.4%
2010-02-12 05:00:00,EUR,Medium Impact Expected,Industrial Production m/m,-1.7%,0.3%,1.4%
2010-02-12 05:00:00,GBP,Low Impact Expected,CB Leading Index m/m,0.4%,,0.9%
2010-02-12 08:30:00,CAD,Low Impact Expected,New Motor Vehicle Sales m/m,2.6%,2.0%,-2.8%
2010-02-12 08:30:00,USD,High Impact Expected,Core Retail Sales m/m,0.6%,0.4%,-0.2%
2010-02-12 08:30:00,USD,High Impact Expected,Retail Sales m/m,0.5%,0.4%,-0.1%
2010-02-12 09:55:00,USD,High Impact Expected,Prelim UoM Consumer Sentiment,73.7,74.8,74.4
2010-02-12 09:55:00,USD,Low Impact Expected,Prelim UoM Inflation Expectations,2.7%,,2.8%
2010-02-12 10:00:00,USD,Medium Impact Expected,Business Inventories m/m,-0.2%,0.3%,0.5%
2010-02-12 10:30:00,USD,Low Impact Expected,Natural Gas Storage,-191B,-176B,-115B
2010-02-12 11:00:00,USD,Medium Impact Expected,Crude Oil Inventories,2.4M,1.4M,2.3M
2010-02-12 14:30:00,USD,Low Impact Expected,FOMC Member Tarullo Speaks,,,
2010-02-12 23:30:00,CAD,Medium Impact Expected,BOC Gov Carney Speaks,,,
2010-02-14 18:50:00,JPY,High Impact Expected,Prelim GDP q/q,1.1%,1.0%,0.0%
2010-02-14 18:52:00,JPY,Medium Impact Expected,Prelim GDP Price Index y/y,-3.0%,-2.2%,-0.6%
2010-02-14 00:00:00,CNY,Non-Economic,Bank Holiday,,,
2010-02-14 19:01:00,GBP,Medium Impact Expected,Rightmove HPI m/m,3.2%,,0.4%
2010-02-14 23:30:00,JPY,Low Impact Expected,Revised Industrial Production m/m,1.9%,2.2%,2.2%
2010-02-15 03:15:00,CHF,Medium Impact Expected,PPI m/m,0.3%,0.1%,0.2%
2010-02-15 04:00:00,EUR,Low Impact Expected,Italian Trade Balance,-0.12B,-0.72B,-0.91B
2010-02-15 00:00:00,EUR,Medium Impact Expected,Eurogroup Meetings,,,
2010-02-15 00:00:00,USD,Non-Economic,Bank Holiday,,,
2010-02-15 16:45:00,NZD,High Impact Expected,PPI Input q/q,0.3%,0.5%,-1.1%
2010-02-15 16:45:00,NZD,Low Impact Expected,PPI Output q/q,-0.4%,0.4%,-1.4%
2010-02-15 00:00:00,CNY,Non-Economic,Bank Holiday,,,
2010-02-15 19:30:00,AUD,High Impact Expected,Monetary Policy Meeting Minutes,,,
2010-02-15 19:30:00,AUD,Medium Impact Expected,NAB Business Confidence,15,,8
2010-02-15 20:45:00,AUD,Medium Impact Expected,RBA Assist Gov Debelle Speaks,,,
2010-02-16 00:00:00,EUR,Medium Impact Expected,ECOFIN Meetings,,,
2010-02-16 04:30:00,GBP,High Impact Expected,CPI y/y,3.5%,3.6%,2.9%
2010-02-16 04:30:00,GBP,Medium Impact Expected,Core CPI y/y,3.1%,3.2%,2.8%
2010-02-16 04:30:00,GBP,Low Impact Expected,ONS HPI y/y,2.9%,1.4%,0.5%
2010-02-16 04:30:00,GBP,Low Impact Expected,RPI y/y,3.7%,3.8%,2.4%
2010-02-16 05:00:00,EUR,High Impact Expected,German ZEW Economic Sentiment,45.1,42.5,47.2
2010-02-16 05:00:00,EUR,Medium Impact Expected,ZEW Economic Sentiment,40.2,42.6,46.4
2010-02-16 05:30:00,GBP,High Impact Expected,BOE Inflation Letter,,,
2010-02-16 08:30:00,CAD,Medium Impact Expected,Manufacturing Sales m/m,1.6%,2.1%,0.1%
2010-02-16 08:30:00,USD,Medium Impact Expected,Empire State Manufacturing Index,24.9,17.9,15.9
2010-02-16 09:00:00,USD,High Impact Expected,TIC Long-Term Purchases,63.3B,50.3B,126.4B
2010-02-16 12:00:00,USD,Medium Impact Expected,FOMC Member Hoenig Speaks,,,
2010-02-16 13:00:00,USD,Low Impact Expected,NAHB Housing Market Index,17,16,15
2010-02-16 18:30:00,AUD,Medium Impact Expected,MI Leading Index m/m,0.5%,,1.0%
